# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-12-01 20:07:14 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11475800 SF EEL R A LEGGETT CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11475800
#            TS   parameter     statistic     Description
#         11705       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	11705_00060_00003	11705_00060_00003_cd
USGS	11475800	1965-12-20	86	A
USGS	11475800	1965-12-21	85	A
USGS	11475800	1965-12-22	84	A
USGS	11475800	1965-12-23	82	A
USGS	11475800	1965-12-24	929	A
USGS	11475800	1965-12-25	1250	A
USGS	11475800	1965-12-26	829	A
USGS	11475800	1965-12-27	678	A
USGS	11475800	1965-12-28	3500	A
USGS	11475800	1965-12-29	4700	A
USGS	11475800	1965-12-30	3200	A
USGS	11475800	1965-12-31	3000	A
USGS	11475800	1966-01-01	2170	A
USGS	11475800	1966-01-02	2020	A
USGS	11475800	1966-01-03	3890	A
USGS	11475800	1966-01-04	49800	A
USGS	11475800	1966-01-05	26600	A
USGS	11475800	1966-01-06	12600	A
USGS	11475800	1966-01-07	5870	A
USGS	11475800	1966-01-08	4350	A
USGS	11475800	1966-01-09	2900	A
USGS	11475800	1966-01-10	2270	A
USGS	11475800	1966-01-11	1760	A
USGS	11475800	1966-01-12	1540	A
USGS	11475800	1966-01-13	1360	A
USGS	11475800	1966-01-14	1160	A
USGS	11475800	1966-01-15	1010	A
USGS	11475800	1966-01-16	896	A
USGS	11475800	1966-01-17	812	A
USGS	11475800	1966-01-18	746	A
USGS	11475800	1966-01-19	680	A
USGS	11475800	1966-01-20	625	A
USGS	11475800	1966-01-21	585	A
USGS	11475800	1966-01-22	605	A
USGS	11475800	1966-01-23	605	A
USGS	11475800	1966-01-24	535	A
USGS	11475800	1966-01-25	506	A
USGS	11475800	1966-01-26	486	A
USGS	11475800	1966-01-27	462	A
USGS	11475800	1966-01-28	438	A
USGS	11475800	1966-01-29	1160	A
USGS	11475800	1966-01-30	1790	A
USGS	11475800	1966-01-31	1390	A
USGS	11475800	1966-02-01	2100	A
USGS	11475800	1966-02-02	1640	A
USGS	11475800	1966-02-03	1550	A
USGS	11475800	1966-02-04	3080	A
USGS	11475800	1966-02-05	2620	A
USGS	11475800	1966-02-06	2770	A
USGS	11475800	1966-02-07	2330	A
USGS	11475800	1966-02-08	1780	A
USGS	11475800	1966-02-09	1520	A
USGS	11475800	1966-02-10	1360	A
USGS	11475800	1966-02-11	1140	A
USGS	11475800	1966-02-12	1000	A
USGS	11475800	1966-02-13	884	A
USGS	11475800	1966-02-14	800	A
USGS	11475800	1966-02-15	728	A
USGS	11475800	1966-02-16	665	A
USGS	11475800	1966-02-17	620	A
USGS	11475800	1966-02-18	585	A
USGS	11475800	1966-02-19	1040	A
USGS	11475800	1966-02-20	1030	A
USGS	11475800	1966-02-21	836	A
USGS	11475800	1966-02-22	830	A
USGS	11475800	1966-02-23	1050	A
USGS	11475800	1966-02-24	1440	A
USGS	11475800	1966-02-25	1510	A
USGS	11475800	1966-02-26	1600	A
USGS	11475800	1966-02-27	1470	A
USGS	11475800	1966-02-28	1320	A
USGS	11475800	1966-03-01	1170	A
USGS	11475800	1966-03-02	1110	A
USGS	11475800	1966-03-03	990	A
USGS	11475800	1966-03-04	890	A
USGS	11475800	1966-03-05	1240	A
USGS	11475800	1966-03-06	1510	A
USGS	11475800	1966-03-07	1530	A
USGS	11475800	1966-03-08	2650	A
USGS	11475800	1966-03-09	4120	A
USGS	11475800	1966-03-10	4680	A
USGS	11475800	1966-03-11	3020	A
USGS	11475800	1966-03-12	2180	A
USGS	11475800	1966-03-13	2120	A
USGS	11475800	1966-03-14	1680	A
USGS	11475800	1966-03-15	1680	A
USGS	11475800	1966-03-16	1870	A
USGS	11475800	1966-03-17	1690	A
USGS	11475800	1966-03-18	1540	A
USGS	11475800	1966-03-19	1870	A
USGS	11475800	1966-03-20	1560	A
USGS	11475800	1966-03-21	1480	A
USGS	11475800	1966-03-22	1340	A
USGS	11475800	1966-03-23	1230	A
USGS	11475800	1966-03-24	1080	A
USGS	11475800	1966-03-25	983	A
USGS	11475800	1966-03-26	872	A
USGS	11475800	1966-03-27	782	A
USGS	11475800	1966-03-28	734	A
USGS	11475800	1966-03-29	678	A
USGS	11475800	1966-03-30	634	A
USGS	11475800	1966-03-31	591	A
USGS	11475800	1966-04-01	548	A
USGS	11475800	1966-04-02	521	A
USGS	11475800	1966-04-03	496	A
USGS	11475800	1966-04-04	470	A
USGS	11475800	1966-04-05	449	A
USGS	11475800	1966-04-06	429	A
USGS	11475800	1966-04-07	415	A
USGS	11475800	1966-04-08	394	A
USGS	11475800	1966-04-09	388	A
USGS	11475800	1966-04-10	483	A
USGS	11475800	1966-04-11	819	A
USGS	11475800	1966-04-12	1370	A
USGS	11475800	1966-04-13	850	A
USGS	11475800	1966-04-14	682	A
USGS	11475800	1966-04-15	588	A
USGS	11475800	1966-04-16	524	A
USGS	11475800	1966-04-17	483	A
USGS	11475800	1966-04-18	445	A
USGS	11475800	1966-04-19	411	A
USGS	11475800	1966-04-20	380	A
USGS	11475800	1966-04-21	359	A
USGS	11475800	1966-04-22	345	A
USGS	11475800	1966-04-23	328	A
USGS	11475800	1966-04-24	313	A
USGS	11475800	1966-04-25	298	A
USGS	11475800	1966-04-26	283	A
USGS	11475800	1966-04-27	272	A
USGS	11475800	1966-04-28	260	A
USGS	11475800	1966-04-29	250	A
USGS	11475800	1966-04-30	238	A
USGS	11475800	1966-05-01	229	A
USGS	11475800	1966-05-02	217	A
USGS	11475800	1966-05-03	209	A
USGS	11475800	1966-05-04	205	A
USGS	11475800	1966-05-05	199	A
USGS	11475800	1966-05-06	199	A
USGS	11475800	1966-05-07	191	A
USGS	11475800	1966-05-08	190	A
USGS	11475800	1966-05-09	184	A
USGS	11475800	1966-05-10	182	A
USGS	11475800	1966-05-11	177	A
USGS	11475800	1966-05-12	174	A
USGS	11475800	1966-05-13	168	A
USGS	11475800	1966-05-14	167	A
USGS	11475800	1966-05-15	164	A
USGS	11475800	1966-05-16	161	A
USGS	11475800	1966-05-17	157	A
USGS	11475800	1966-05-18	149	A
USGS	11475800	1966-05-19	141	A
USGS	11475800	1966-05-20	138	A
USGS	11475800	1966-05-21	132	A
USGS	11475800	1966-05-22	130	A
USGS	11475800	1966-05-23	125	A
USGS	11475800	1966-05-24	121	A
USGS	11475800	1966-05-25	119	A
USGS	11475800	1966-05-26	117	A
USGS	11475800	1966-05-27	116	A
USGS	11475800	1966-05-28	113	A
USGS	11475800	1966-05-29	112	A
USGS	11475800	1966-05-30	112	A
USGS	11475800	1966-05-31	112	A
USGS	11475800	1966-06-01	110	A
USGS	11475800	1966-06-02	108	A
USGS	11475800	1966-06-03	121	A
USGS	11475800	1966-06-04	136	A
USGS	11475800	1966-06-05	133	A
USGS	11475800	1966-06-06	132	A
USGS	11475800	1966-06-07	123	A
USGS	11475800	1966-06-08	118	A
USGS	11475800	1966-06-09	115	A
USGS	11475800	1966-06-10	115	A
USGS	11475800	1966-06-11	114	A
USGS	11475800	1966-06-12	110	A
USGS	11475800	1966-06-13	107	A
USGS	11475800	1966-06-14	104	A
USGS	11475800	1966-06-15	100	A
USGS	11475800	1966-06-16	97	A
USGS	11475800	1966-06-17	97	A
USGS	11475800	1966-06-18	94	A
USGS	11475800	1966-06-19	91	A
USGS	11475800	1966-06-20	88	A
USGS	11475800	1966-06-21	85	A
USGS	11475800	1966-06-22	86	A
USGS	11475800	1966-06-23	83	A
USGS	11475800	1966-06-24	88	A
USGS	11475800	1966-06-25	86	A
USGS	11475800	1966-06-26	77	A
USGS	11475800	1966-06-27	72	A
USGS	11475800	1966-06-28	67	A
USGS	11475800	1966-06-29	62	A
USGS	11475800	1966-06-30	60	A
USGS	11475800	1966-07-01	57	A
USGS	11475800	1966-07-02	54	A
USGS	11475800	1966-07-03	54	A
USGS	11475800	1966-07-04	52	A
USGS	11475800	1966-07-05	51	A
USGS	11475800	1966-07-06	48	A
USGS	11475800	1966-07-07	44	A
USGS	11475800	1966-07-08	49	A
USGS	11475800	1966-07-09	51	A
USGS	11475800	1966-07-10	53	A
USGS	11475800	1966-07-11	54	A
USGS	11475800	1966-07-12	51	A
USGS	11475800	1966-07-13	50	A
USGS	11475800	1966-07-14	49	A
USGS	11475800	1966-07-15	48	A
USGS	11475800	1966-07-16	46	A
USGS	11475800	1966-07-17	44	A
USGS	11475800	1966-07-18	41	A
USGS	11475800	1966-07-19	38	A
USGS	11475800	1966-07-20	34	A
USGS	11475800	1966-07-21	33	A
USGS	11475800	1966-07-22	30	A
USGS	11475800	1966-07-23	27	A
USGS	11475800	1966-07-24	25	A
USGS	11475800	1966-07-25	23	A
USGS	11475800	1966-07-26	22	A
USGS	11475800	1966-07-27	22	A
USGS	11475800	1966-07-28	23	A
USGS	11475800	1966-07-29	22	A
USGS	11475800	1966-07-30	24	A
USGS	11475800	1966-07-31	28	A
USGS	11475800	1966-08-01	34	A
USGS	11475800	1966-08-02	36	A
USGS	11475800	1966-08-03	36	A
USGS	11475800	1966-08-04	19	A
USGS	11475800	1966-08-05	17	A
USGS	11475800	1966-08-06	20	A
USGS	11475800	1966-08-07	20	A
USGS	11475800	1966-08-08	19	A
USGS	11475800	1966-08-09	17	A
USGS	11475800	1966-08-10	19	A
USGS	11475800	1966-08-11	18	A
USGS	11475800	1966-08-12	19	A
USGS	11475800	1966-08-13	20	A
USGS	11475800	1966-08-14	22	A
USGS	11475800	1966-08-15	22	A
USGS	11475800	1966-08-16	23	A
USGS	11475800	1966-08-17	21	A
USGS	11475800	1966-08-18	20	A
USGS	11475800	1966-08-19	18	A
USGS	11475800	1966-08-20	20	A
USGS	11475800	1966-08-21	19	A
USGS	11475800	1966-08-22	18	A
USGS	11475800	1966-08-23	17	A
USGS	11475800	1966-08-24	17	A
USGS	11475800	1966-08-25	17	A
USGS	11475800	1966-08-26	20	A
USGS	11475800	1966-08-27	22	A
USGS	11475800	1966-08-28	23	A
USGS	11475800	1966-08-29	23	A
USGS	11475800	1966-08-30	29	A
USGS	11475800	1966-08-31	33	A
USGS	11475800	1966-09-01	35	A
USGS	11475800	1966-09-02	34	A
USGS	11475800	1966-09-03	31	A
USGS	11475800	1966-09-04	25	A
USGS	11475800	1966-09-05	23	A
USGS	11475800	1966-09-06	20	A
USGS	11475800	1966-09-07	19	A
USGS	11475800	1966-09-08	19	A
USGS	11475800	1966-09-09	20	A
USGS	11475800	1966-09-10	20	A
USGS	11475800	1966-09-11	20	A
USGS	11475800	1966-09-12	20	A
USGS	11475800	1966-09-13	21	A
USGS	11475800	1966-09-14	22	A
USGS	11475800	1966-09-15	21	A
USGS	11475800	1966-09-16	19	A
USGS	11475800	1966-09-17	18	A
USGS	11475800	1966-09-18	41	A
USGS	11475800	1966-09-19	48	A
USGS	11475800	1966-09-20	42	A
USGS	11475800	1966-09-21	36	A
USGS	11475800	1966-09-22	32	A
USGS	11475800	1966-09-23	28	A
USGS	11475800	1966-09-24	26	A
USGS	11475800	1966-09-25	26	A
USGS	11475800	1966-09-26	25	A
USGS	11475800	1966-09-27	24	A
USGS	11475800	1966-09-28	23	A
USGS	11475800	1966-09-29	23	A
USGS	11475800	1966-09-30	21	A
USGS	11475800	1966-10-01	21	A
USGS	11475800	1966-10-02	20	A
USGS	11475800	1966-10-03	20	A
USGS	11475800	1966-10-04	18	A
USGS	11475800	1966-10-05	19	A
USGS	11475800	1966-10-06	46	A
USGS	11475800	1966-10-07	31	A
USGS	11475800	1966-10-08	25	A
USGS	11475800	1966-10-09	22	A
USGS	11475800	1966-10-10	21	A
USGS	11475800	1966-10-11	22	A
USGS	11475800	1966-10-12	18	A
USGS	11475800	1966-10-13	16	A
USGS	11475800	1966-10-14	16	A
USGS	11475800	1966-10-15	15	A
USGS	11475800	1966-10-16	16	A
USGS	11475800	1966-10-17	16	A
USGS	11475800	1966-10-18	16	A
USGS	11475800	1966-10-19	17	A
USGS	11475800	1966-10-20	17	A
USGS	11475800	1966-10-21	17	A
USGS	11475800	1966-10-22	16	A
USGS	11475800	1966-10-23	16	A
USGS	11475800	1966-10-24	18	A
USGS	11475800	1966-10-25	18	A
USGS	11475800	1966-10-26	17	A
USGS	11475800	1966-10-27	18	A
USGS	11475800	1966-10-28	17	A
USGS	11475800	1966-10-29	18	A
USGS	11475800	1966-10-30	18	A
USGS	11475800	1966-10-31	19	A
USGS	11475800	1966-11-01	19	A
USGS	11475800	1966-11-02	19	A
USGS	11475800	1966-11-03	19	A
USGS	11475800	1966-11-04	19	A
USGS	11475800	1966-11-05	19	A
USGS	11475800	1966-11-06	31	A
USGS	11475800	1966-11-07	41	A
USGS	11475800	1966-11-08	40	A
USGS	11475800	1966-11-09	40	A
USGS	11475800	1966-11-10	40	A
USGS	11475800	1966-11-11	40	A
USGS	11475800	1966-11-12	580	A
USGS	11475800	1966-11-13	595	A
USGS	11475800	1966-11-14	2490	A
USGS	11475800	1966-11-15	2240	A
USGS	11475800	1966-11-16	3510	A
USGS	11475800	1966-11-17	675	A
USGS	11475800	1966-11-18	343	A
USGS	11475800	1966-11-19	1290	A
USGS	11475800	1966-11-20	4830	A
USGS	11475800	1966-11-21	1650	A
USGS	11475800	1966-11-22	510	A
USGS	11475800	1966-11-23	545	A
USGS	11475800	1966-11-24	374	A
USGS	11475800	1966-11-25	280	A
USGS	11475800	1966-11-26	250	A
USGS	11475800	1966-11-27	177	A
USGS	11475800	1966-11-28	203	A
USGS	11475800	1966-11-29	442	A
USGS	11475800	1966-11-30	238	A
USGS	11475800	1966-12-01	1900	A
USGS	11475800	1966-12-02	3230	A
USGS	11475800	1966-12-03	2580	A
USGS	11475800	1966-12-04	9110	A
USGS	11475800	1966-12-05	11500	A
USGS	11475800	1966-12-06	4900	A
USGS	11475800	1966-12-07	3410	A
USGS	11475800	1966-12-08	2670	A
USGS	11475800	1966-12-09	2210	A
USGS	11475800	1966-12-10	2600	A
USGS	11475800	1966-12-11	2070	A
USGS	11475800	1966-12-12	2140	A
USGS	11475800	1966-12-13	2380	A
USGS	11475800	1966-12-14	2300	A
USGS	11475800	1966-12-15	1970	A
USGS	11475800	1966-12-16	1710	A
USGS	11475800	1966-12-17	1470	A
USGS	11475800	1966-12-18	1260	A
USGS	11475800	1966-12-19	1110	A
USGS	11475800	1966-12-20	983	A
USGS	11475800	1966-12-21	872	A
USGS	11475800	1966-12-22	784	A
USGS	11475800	1966-12-23	789	A
USGS	11475800	1966-12-24	701	A
USGS	11475800	1966-12-25	635	A
USGS	11475800	1966-12-26	575	A
USGS	11475800	1966-12-27	527	A
USGS	11475800	1966-12-28	486	A
USGS	11475800	1966-12-29	450	A
USGS	11475800	1966-12-30	430	A
USGS	11475800	1966-12-31	398	A
USGS	11475800	1967-01-01	370	A
USGS	11475800	1967-01-02	338	A
USGS	11475800	1967-01-03	320	A
USGS	11475800	1967-01-04	302	A
USGS	11475800	1967-01-05	275	A
USGS	11475800	1967-01-06	270	A
USGS	11475800	1967-01-07	260	A
USGS	11475800	1967-01-08	245	A
USGS	11475800	1967-01-09	232	A
USGS	11475800	1967-01-10	225	A
USGS	11475800	1967-01-11	215	A
USGS	11475800	1967-01-12	206	A
USGS	11475800	1967-01-13	204	A
USGS	11475800	1967-01-14	204	A
USGS	11475800	1967-01-15	203	A
USGS	11475800	1967-01-16	202	A
USGS	11475800	1967-01-17	200	A
USGS	11475800	1967-01-18	200	A
USGS	11475800	1967-01-19	210	A
USGS	11475800	1967-01-20	2300	A
USGS	11475800	1967-01-21	9700	A
USGS	11475800	1967-01-22	5000	A
USGS	11475800	1967-01-23	3020	A
USGS	11475800	1967-01-24	2990	A
USGS	11475800	1967-01-25	2800	A
USGS	11475800	1967-01-26	8550	A
USGS	11475800	1967-01-27	8090	A
USGS	11475800	1967-01-28	9760	A
USGS	11475800	1967-01-29	14000	A
USGS	11475800	1967-01-30	8260	A
USGS	11475800	1967-01-31	7540	A
USGS	11475800	1967-02-01	4940	A
USGS	11475800	1967-02-02	3420	A
USGS	11475800	1967-02-03	2510	A
USGS	11475800	1967-02-04	2060	A
USGS	11475800	1967-02-05	1720	A
USGS	11475800	1967-02-06	1470	A
USGS	11475800	1967-02-07	1240	A
USGS	11475800	1967-02-08	1060	A
USGS	11475800	1967-02-09	934	A
USGS	11475800	1967-02-10	848	A
USGS	11475800	1967-02-11	751	A
USGS	11475800	1967-02-12	696	A
USGS	11475800	1967-02-13	620	A
USGS	11475800	1967-02-14	610	A
USGS	11475800	1967-02-15	575	A
USGS	11475800	1967-02-16	600	A
USGS	11475800	1967-02-17	536	A
USGS	11475800	1967-02-18	477	A
USGS	11475800	1967-02-19	450	A
USGS	11475800	1967-02-20	422	A
USGS	11475800	1967-02-21	378	A
USGS	11475800	1967-02-22	354	A
USGS	11475800	1967-02-23	350	A
USGS	11475800	1967-02-24	338	A
USGS	11475800	1967-02-25	338	A
USGS	11475800	1967-02-26	323	A
USGS	11475800	1967-02-27	306	A
USGS	11475800	1967-02-28	295	A
USGS	11475800	1967-03-01	288	A
USGS	11475800	1967-03-02	278	A
USGS	11475800	1967-03-03	253	A
USGS	11475800	1967-03-04	244	A
USGS	11475800	1967-03-05	234	A
USGS	11475800	1967-03-06	224	A
USGS	11475800	1967-03-07	215	A
USGS	11475800	1967-03-08	213	A
USGS	11475800	1967-03-09	210	A
USGS	11475800	1967-03-10	2140	A
USGS	11475800	1967-03-11	2580	A
USGS	11475800	1967-03-12	1980	A
USGS	11475800	1967-03-13	2080	A
USGS	11475800	1967-03-14	1980	A
USGS	11475800	1967-03-15	2450	A
USGS	11475800	1967-03-16	7780	A
USGS	11475800	1967-03-17	4680	A
USGS	11475800	1967-03-18	3550	A
USGS	11475800	1967-03-19	2650	A
USGS	11475800	1967-03-20	3000	A
USGS	11475800	1967-03-21	2700	A
USGS	11475800	1967-03-22	2250	A
USGS	11475800	1967-03-23	2500	A
USGS	11475800	1967-03-24	2000	A
USGS	11475800	1967-03-25	1580	A
USGS	11475800	1967-03-26	1400	A
USGS	11475800	1967-03-27	1200	A
USGS	11475800	1967-03-28	1050	A
USGS	11475800	1967-03-29	1150	A
USGS	11475800	1967-03-30	1580	A
USGS	11475800	1967-03-31	2360	A
USGS	11475800	1967-04-01	2470	A
USGS	11475800	1967-04-02	2230	A
USGS	11475800	1967-04-03	1990	A
USGS	11475800	1967-04-04	1750	A
USGS	11475800	1967-04-05	1740	A
USGS	11475800	1967-04-06	3180	A
USGS	11475800	1967-04-07	2780	A
USGS	11475800	1967-04-08	2290	A
USGS	11475800	1967-04-09	1850	A
USGS	11475800	1967-04-10	1780	A
USGS	11475800	1967-04-11	2000	A
USGS	11475800	1967-04-12	1730	A
USGS	11475800	1967-04-13	1580	A
USGS	11475800	1967-04-14	1950	A
USGS	11475800	1967-04-15	1740	A
USGS	11475800	1967-04-16	1520	A
USGS	11475800	1967-04-17	2880	A
USGS	11475800	1967-04-18	3030	A
USGS	11475800	1967-04-19	2520	A
USGS	11475800	1967-04-20	2070	A
USGS	11475800	1967-04-21	1810	A
USGS	11475800	1967-04-22	1620	A
USGS	11475800	1967-04-23	1530	A
USGS	11475800	1967-04-24	1420	A
USGS	11475800	1967-04-25	1240	A
USGS	11475800	1967-04-26	1090	A
USGS	11475800	1967-04-27	1170	A
USGS	11475800	1967-04-28	1120	A
USGS	11475800	1967-04-29	1030	A
USGS	11475800	1967-04-30	941	A
USGS	11475800	1967-05-01	872	A
USGS	11475800	1967-05-02	795	A
USGS	11475800	1967-05-03	745	A
USGS	11475800	1967-05-04	696	A
USGS	11475800	1967-05-05	655	A
USGS	11475800	1967-05-06	625	A
USGS	11475800	1967-05-07	585	A
USGS	11475800	1967-05-08	555	A
USGS	11475800	1967-05-09	545	A
USGS	11475800	1967-05-10	680	A
USGS	11475800	1967-05-11	625	A
USGS	11475800	1967-05-12	560	A
USGS	11475800	1967-05-13	513	A
USGS	11475800	1967-05-14	446	A
USGS	11475800	1967-05-15	450	A
USGS	11475800	1967-05-16	426	A
USGS	11475800	1967-05-17	402	A
USGS	11475800	1967-05-18	382	A
USGS	11475800	1967-05-19	362	A
USGS	11475800	1967-05-20	342	A
USGS	11475800	1967-05-21	327	A
USGS	11475800	1967-05-22	306	A
USGS	11475800	1967-05-23	288	A
USGS	11475800	1967-05-24	260	A
USGS	11475800	1967-05-25	260	A
USGS	11475800	1967-05-26	257	A
USGS	11475800	1967-05-27	247	A
USGS	11475800	1967-05-28	240	A
USGS	11475800	1967-05-29	237	A
USGS	11475800	1967-05-30	227	A
USGS	11475800	1967-05-31	221	A
USGS	11475800	1967-06-01	215	A
USGS	11475800	1967-06-02	244	A
USGS	11475800	1967-06-03	237	A
USGS	11475800	1967-06-04	215	A
USGS	11475800	1967-06-05	207	A
USGS	11475800	1967-06-06	207	A
USGS	11475800	1967-06-07	195	A
USGS	11475800	1967-06-08	190	A
USGS	11475800	1967-06-09	185	A
USGS	11475800	1967-06-10	180	A
USGS	11475800	1967-06-11	175	A
USGS	11475800	1967-06-12	170	A
USGS	11475800	1967-06-13	162	A
USGS	11475800	1967-06-14	160	A
USGS	11475800	1967-06-15	153	A
USGS	11475800	1967-06-16	150	A
USGS	11475800	1967-06-17	144	A
USGS	11475800	1967-06-18	137	A
USGS	11475800	1967-06-19	135	A
USGS	11475800	1967-06-20	133	A
USGS	11475800	1967-06-21	130	A
USGS	11475800	1967-06-22	126	A
USGS	11475800	1967-06-23	124	A
USGS	11475800	1967-06-24	122	A
USGS	11475800	1967-06-25	118	A
USGS	11475800	1967-06-26	114	A
USGS	11475800	1967-06-27	112	A
USGS	11475800	1967-06-28	110	A
USGS	11475800	1967-06-29	106	A
USGS	11475800	1967-06-30	101	A
USGS	11475800	1967-07-01	93	A
USGS	11475800	1967-07-02	90	A
USGS	11475800	1967-07-03	88	A
USGS	11475800	1967-07-04	86	A
USGS	11475800	1967-07-05	86	A
USGS	11475800	1967-07-06	85	A
USGS	11475800	1967-07-07	82	A
USGS	11475800	1967-07-08	80	A
USGS	11475800	1967-07-09	80	A
USGS	11475800	1967-07-10	80	A
USGS	11475800	1967-07-11	78	A
USGS	11475800	1967-07-12	75	A
USGS	11475800	1967-07-13	72	A
USGS	11475800	1967-07-14	72	A
USGS	11475800	1967-07-15	71	A
USGS	11475800	1967-07-16	69	A
USGS	11475800	1967-07-17	68	A
USGS	11475800	1967-07-18	65	A
USGS	11475800	1967-07-19	65	A
USGS	11475800	1967-07-20	65	A
USGS	11475800	1967-07-21	64	A
USGS	11475800	1967-07-22	61	A
USGS	11475800	1967-07-23	59	A
USGS	11475800	1967-07-24	59	A
USGS	11475800	1967-07-25	59	A
USGS	11475800	1967-07-26	56	A
USGS	11475800	1967-07-27	54	A
USGS	11475800	1967-07-28	54	A
USGS	11475800	1967-07-29	54	A
USGS	11475800	1967-07-30	54	A
USGS	11475800	1967-07-31	53	A
USGS	11475800	1967-08-01	51	A
USGS	11475800	1967-08-02	48	A
USGS	11475800	1967-08-03	47	A
USGS	11475800	1967-08-04	46	A
